PO_NO,PO_GROUP_NO
210816180,210811602
211163958,
211369118,
212599729,
213333510,213333510
213929891,
214123265,
214412968,
214696327,
214970538,214982474
215500515,
215548314,215558580
215675147,215679215
215729717,
215754394,
216573552,216568784
217030053,217030053
217729153,217726077
217795508,
218215314,
230899893,
223968765,223968765
232783783,
101867676,
101967332,
102095697,
105300194,
107131801,
107652665,
107895952,
109822896,
110775488,
110877625,
110890311,
114179335,
114630692,
114685170,
115532900,
115882909,
116748534,
118256310,
118813155,
119334014,
120104154,
120157148,
120282331,
121245280,
121617869,
122569841,
122570024,
122666693,
122792804,
122986515,
125327902,
125489455,
129426216,
129766097,
129931365,
130013884,
131706281,
131821560,
131898613,
132056479,
132731951,
133020498,
133335165,
134336164,
134508775,
134960086,
135389029,
136332945,
136616953,
136983878,
137091984,
137215644,
141609221,
143696877,
143786502,
144383598,
144466555,
144553969,
145063052,
147277038,
147762547,
148604109,
154876718,
157290802,
157330884,
157355718,
157496486,
157514955,
159165616,
159213567,
159329490,
159453247,
160604381,
160647124,
162102678,
162238375,
162514615,
162848663,
168149408,
168594474,
169145031,
169147783,
169164353,
169192767,
171406620,
172629510,
173006148,
173873325,
173883989,
175842829,
176169780,
176278443,
176290372,
176671060,
176675230,
176792050,
177026642,
177060029,
177430357,
177491429,
178161746,
178219388,178219388
178223346,178223346
178335865,
178589729,
179405687,179405687
179506698,
179756336,
180021986,180021986
180375749,
181103572,
181164760,181164760
181189871,181189871
181409081,
181537214,
182986181,
183939464,
184153007,
184263302,184270166
184417910,
184546409,
184639076,184634862
184765167,184760961
185074114,
185094577,
185245282,
185316524,
185414559,
185430654,
185957328,
186017833,
186157997,
186310937,186305867
187607263,187599670
187991320,
188530221,
189581118,
189766528,
189795349,
189902745,
190145478,190145478
190175639,
190398317,
190571600,
190632739,
190743644,190737831
190743646,
191806763,191803443
192122725,192122725
192584017,
192629600,
192633765,192629599
193013231,
193434016,
193493330,193489230
193622323,
193741479,
193873488,
194069574,
194547881,
195269386,195264869
195298349,195306951
195670240,
195825799,195830517
195956926,
196133447,196123026
196229166,
196496811,
196522977,196518967
196725361,
196847183,
196901630,196910313
197059864,
197245307,
197528481,
197617502,197617502
198064732,
198600599,
198774592,
199096318,199096318
199106374,199096318
199162913,
199361326,199370620
199559029,
199588692,199580715
199737650,
199926481,
200070103,
200615528,200620186
200672542,200662920
200759591,
201020013,
201072604,
201690701,201699662
202359124,
202435278,
202522532,
202755225,202747829
202908378,
203113280,
203303452,
203901476,
203922565,203918642
203932469,
203984761,
204185881,
204244062,
204413393,204404555
204552392,
204615185,204607840
205393682,
205439904,
205500131,
205670735,
205808008,
205967080,
206560290,
207125393,
207368927,207373181
207436025,
207454867,207459124
207534701,
207774801,
207811791,207815407
207942243,207946620
208099321,
209431912,
209465030,
209540973,209545018
210686084,
210981443,
211259521,
213948828,
214249531,214254151
214624426,214624426
214785458,214789435
215096539,215104498
215260386,
216030618,
216975023,
217003327,
217656489,
217683311,
218186629,
83710518,
84253885,
88801294,
96117606,
96168751,
96622521,
96921678,
97525421,
225155162,
223072106,223081537
219594973,
220554877,
220643859,220643859
230058116,
223586190,
223189316,
223436674,
218970037,
219372685,219376910
219710053,219710053
221130637,
221509368,
221520507,
221750455,221755049
222081748,
225678857,225692621
225356226,225359759
225567779,
225757146,225757146
232577722,
232212372,
232239592,
232257258,232257258
232646160,232649683
230822607,230829626
225814828,
225966351,
229760131,
222522870,
232034856,
232049704,
232133659,232131186
232172100,
232246731,232239590
229161878,
100932634,
102160384,
102424452,
102482914,
103035355,
103734987,
107024069,
108377320,
108787444,
111338414,
111821039,
111835964,
112685499,
114022225,
114160634,
114268583,
117341126,
118620602,
119846741,
121402810,
121476446,
121519364,
121618172,
122573285,
123280921,
123402873,
124921799,
127785819,
128104880,
128892834,
132170626,
132442113,
132484618,
132674679,
133007266,
133056720,
135072798,
135565789,
136980424,
139505776,
140846684,
140887814,
141526020,
143603092,
144543716,
144675549,
146584339,
146899611,
147088421,
148026837,
153417831,
154328815,
154402923,
155386694,
157212060,
157496483,
158539619,
159237271,
159320741,
159558373,
159848397,
160027590,
160581011,
160697782,
162694089,
164478965,
168834741,
171198875,
171209220,
172517621,
172546430,
173450793,
173849902,
174645073,
176393223,
176470502,
176630224,
176631604,
176985720,
177281447,
177298297,
177731287,
177738846,
177760148,
177827154,
177841208,
179051426,
179098375,
179184545,179184545
179392611,179392611
179511944,179511944
179513582,
179565278,
179705086,
179802371,
179967417,
180260107,
180376578,
180406210,
180510032,
180770744,
180957440,
180971301,
181223630,
181437671,
181554922,
182246012,182241670
183061108,183054269
183327577,
183473569,
183515776,
183702936,
183964810,
184613576,184613576
184936028,
185570984,185566381
185861547,185857319
186024141,186018780
186151882,
186456302,
186505528,
186560284,186554816
186586697,
187159324,
187347898,
187532317,
187556953,
187588336,
187737958,
187978064,
188226803,188226803
188348843,
188520874,
190231510,
190279792,
190307530,
190664831,
190772566,
191185583,191185583
191470202,191475143
191744075,191744075
191940715,191940715
191974168,191974168
192398258,192394128
192439630,
192762195,192753945
192942129,192946278
193360851,
193697922,
194069573,
194165350,
194451759,
194994315,
195657153,195653111
195900776,
195905424,
196439881,
196452942,196452942
196583128,
196734143,196725660
196976454,
197092110,197096653
197167801,
197284803,
197314037,197305538
197446614,
197473126,197468862
197909398,
198002995,
198165108,198160858
198505176,198509718
198535767,
198548694,198553359
198780870,
198903068,
199606379,199611097
199721386,
199725936,
199786779,199786779
200092884,200083851
200570369,
200687091,
201140148,
201195509,
201246280,
201401020,
202029987,
202056558,
202056870,
203060233,
203509172,
204050753,
204308047,
204671601,
205141221,
205538769,
205645299,
205961837,
206053681,
206098659,
206135851,206149537
206208984,206221043
206440775,
206522174,
207086997,
207177360,
207303241,207294994
207467791,207459124
207625734,
207994283,
209321159,
210054304,210064362
210739728,210751313
210941875,210932217
211250839,
211385952,
211421271,
211452477,211475118
211470880,211483720
211566739,
211776124,
211965111,211965111
211973053,
213808766,
213832470,213827346
214090423,
215205215,
215333944,
216241405,216231117
83867354,
83874883,
84230237,
87793172,
88362455,
89646038,
89898448,
89955915,
94518639,
94615130,
95409008,
96788956,
98284226,
99392423,
99876189,
232085286,232085286
223235591,
223536181,
232617302,232619779
232514489,
225073117,
230970691,
219317751,
219406481,
220463480,220468657
220569883,
220648654,
220902269,220892365
221520505,221520505
221587245,221595254
221869429,
222115877,
222573606,
222771225,
222862091,
223332897,223332897
223563799,
100978662,
101767317,
101773318,
101809320,
101938164,
102002858,
102009324,
103039783,
103524275,
104576156,
105818307,
107402994,
107867327,
107887260,
108333187,
109842014,
109863473,
110104768,
110228549,
110341311,
110879611,
111566580,
111639808,
114852492,
115084219,
116668287,
118003058,
118011617,
118572043,
118724071,
119932525,
120563782,
121505732,
121944514,
122914500,
123260466,
123784220,
125861904,
125862275,
127967847,
129780216,
129805770,
130653601,
131234296,
131746489,
132073228,
132190059,
132432110,
135086650,
135435515,
136485191,
136910155,
136982048,
137013842,
137119804,
137130963,
140200801,
140786985,
140848842,
140979452,
142823358,
144399568,
144543715,
144804984,
147350490,
147405355,
147639507,
148723569,
148761696,
153529823,
153883187,
154508316,
155024822,
156095347,
156669033,
156767784,
158207495,
159705898,
160336781,
160782870,
168151664,
174637157,
176067923,
176623527,
176825593,
176878822,
176960238,
176975994,
177865751,
178318924,
178358642,
178510338,
178765671,
178971100,178971100
179177064,
179564592,
179644118,
179683414,179683414
180057480,
180240058,180240058
180281851,
180461860,
180596720,
180883696,180883696
181164557,
181182359,
181247178,
181335907,
181424357,
181477367,181477367
181659712,
181660369,
181836304,
182047450,
182295658,
182374379,
182497705,
182506070,
182565751,
183630089,183630089
183757036,
183902716,
183926726,
184166797,
184319755,
184896194,
184936459,
184942784,184942784
185381141,
185543080,
186200924,
186373054,186373054
186658291,
187023767,187020206
187188483,
187212900,
187556952,187556952
187729701,187737957
188690505,
188833796,188833796
188837844,188833796
189145342,
189205466,
189216987,
189672458,
189678197,
189903237,
190203585,190200519
190472386,190472386
190691261,
191078567,191082840
191328815,
191566747,
191874773,
192168250,
192381721,
192466899,
192475715,192475715
192571971,
192758086,
192911872,
192997158,
193311528,193311528
193555286,
193604685,
193920413,
194128093,
194476401,
194563412,194566996
195251324,
195377670,195385894
195394103,
195670239,195670239
195679200,
196164927,196175395
196796592,196792356
196808608,
197193147,
197314040,
197473129,
198597761,
199118374,
199482756,
199844948,199848933
200200305,200191442
200531528,
200540325,200532169
200687088,
201291086,
201915874,201907016
202114276,202114276
202595202,202599515
202597997,
202736255,
202783169,202787019
203055184,203060229
203060231,
203139251,203130597
203388502,
203582580,203578999
203823805,
204122707,
204325206,
205054375,
205393679,205393679
205482923,
205513629,
206003248,
206117757,
206204959,206196865
206625388,206633215
206706131,206706131
207008105,206999199
207104224,207104224
207236697,
207728617,
207729814,207729814
208292212,
208503349,
208877710,208877710
208955674,
209545018,209545018
209832369,
210445598,210449954
211343608,
211386550,211386550
211446057,
211742630,211746644
211788415,
212268759,
213014561,213018841
213478486,
213584515,
213867207,
213909839,
214982474,214982474
215153791,215161902
216047068,
216582924,216582924
217239776,
217678920,217674477
218158104,
218200017,218205065
218272236,218280157
218784146,218788421
218874168,218874168
218881182,
219317750,
220411816,
220629753,220620224
221681022,
221917553,
84270377,
87117331,
89199055,
89382880,
93116050,
94223455,
96286406,
96790302,
229544422,
229583731,229566039
229807593,
224274286,
229920124,
231520467,
232092469,232085286
231600310,
102245275,
102507950,
103886984,
103961385,
104313739,
105302597,
108394733,
108894653,
109398873,
109723717,
109852218,
110171085,
114852198,
116029824,
117450453,
118650430,
119162525,
119694747,
126765354,
127550774,
128653048,
129118361,
130935817,
132528484,
133008461,
135485276,
135897042,
136911442,
144398624,
144427452,
144433287,
146616361,
146686320,
146964149,
147302987,
147359579,
147581528,
149736435,
149780398,
154444533,
154769253,
155440076,
155733892,
156200359,
156561081,
156955502,
157020678,
157580458,
157819564,
158421190,
158446680,
158646657,
159255250,
159686244,
161137334,
161359201,
161953424,
162809267,
163564047,
169159348,
172428973,
172640204,
172762113,
173617483,
173629728,
174002597,
175994673,
176175795,
177303451,
177661618,
177771415,
177775556,177775556
177782371,177782371
178340164,
178414774,178414774
178610803,
178651374,
178937391,
179138694,179138694
179221446,
179491513,
179619287,179619287
179707267,
179837542,
180271614,
180761972,180761972
181013790,
181053425,
182612941,
182912974,182906239
183702935,183694602
184357826,
184990463,
185488117,185497295
185918362,185916639
186043513,
187275844,
187311208,
187388328,187388328
187576753,
188064925,
188188955,188192990
188316571,
188604152,
188639019,188630435
188766784,
189180518,
189735434,
189852203,
190008289,
190153160,
190409888,
190788626,190788626
190788628,
191621269,191617000
192031807,
192071272,192071272
192237256,
192393418,
192443731,192435497
192592514,192588407
192753698,
192782900,
192824285,192815978
192950398,192946278
193004262,
193134492,
193242277,193238685
193381800,
193559781,
193745061,193737867
193834347,
193916632,
194032296,194032296
194272806,194269201
194646319,194650510
194736219,
195049370,
195273885,
195710509,
195886668,195877355
195910088,
196154430,196149227
196239649,196248722
196333520,
196698585,196703225
197029976,197025017
197110159,197119429
197285049,
197422834,
197788895,
197843984,
198393792,
198469363,198464909
198607615,
198642725,198642725
198661095,
198871367,
198881066,
198936466,198931815
199709553,
199831720,
200155533,
200826604,200822036
200970091,
200988613,200988613
201033109,
201114549,
201411144,
201411145,
201548704,201543745
201791112,201782502
201950756,201950756
202198996,
202332658,202334437
202474008,202478245
203796347,
204046136,204041466
204069072,
204466791,204471071
204509580,204509580
205182779,
205307680,
